"name","Price"
"Age of Barbarian Extended Cut",12.99
"Nyctophilia",0.0
"Undead Blackout",0.0
"Fringes of the Empire",19.99
"Osteya",0.99
"The Ultimate Showdown",2.99
"Driver Booster 3 for STEAM",0.0
"Silver Creek Falls - Chapter 2",4.99
"Rescue Team 2",4.99
"Rescue Team 3",4.99
"THE GAME OF LIFE - The Official 2016 Edition",4.99
"SCRABBLE: The Classic Word Game - Official 2016 Edition",6.99
"Titan",2.99
"Draw a Stickman: EPIC 2",4.99
"Planetbase",19.99
"Legends of Dawn Reborn",29.99
"ZombieZoid® Zenith",5.99
"Cloudrift",9.99
"Burly Men at Sea",0.0
"GravBlocks",3.99
"Undercover Missions: Operation Kursk K-141",9.99
"ARCADE GAME SERIES: DIG DUG",3.99
"ARCADE GAME SERIES: Ms. PAC-MAN",3.99
"ARCADE GAME SERIES: GALAGA",3.99
"Evil Hazard",2.99
"SkyScrappers",6.49
"Lands of Hope Redemption",1.99
"Fairy Tale Mysteries 2: The Beanstalk",9.99
"Eaten Alive",0.99
"Stigmat",4.99
"Klepto",12.99
"Dishonored 2",59.99
"Omnipresent",11.99
"Lumber Island - That Special Place",4.99
"Dexterity Ball 3D",6.99
"Codename: Rogue Fleet",0.0
"Zero Punctuation: Hatfall - Hatters Gonna Hat Edition",4.99
"GabeN: The Final Decision",0.99
"Color Symphony 2",9.99
"The Consuming Shadow",9.99
"Sky To Fly: Faster Than Wind",3.99
"ALPAGES : THE FIVE BOOKS",0.99
"MotoGP™15 Compact",9.99
"Clergy Splode",0.99
"Dungelot : Shattered Lands",9.99
"Conquest of Elysium 4",24.99
"The Dwarves",0.0
"World Ship Simulator",14.99
"PresenZ",0.0
"Lucky Rabbit Reflex!",19.99
"Lords of Magic: Special Edition",4.99
"Black & White Bushido",9.99
"Lords of New York",0.0
"Murder",2.99
"STEEL STRIDER",5.99
"Lovely Weather We're Having",7.99
"Battle Girls",0.0
"Club Life",12.99
"Wartile",0.0
"All My Gods",3.99
"Fire & Forget - The Final Assault",2.99
"Tracks and Turrets",10.99
"To Azimuth",0.0
"Evil Robot Traffic Jam HD",11.99
"BADBLOOD",7.99
"Endless Sky",0.0
"Sun Dogs",9.99
"Melter Man",2.99
"SC2VN - The eSports Visual Novel",0.0
"Heaven's Hope",19.99
"Dead Acres",4.99
"Relive",0.0
"Vikings - Wolves of Midgard",33.99
"The Political Machine 2016",4.99
"One Hundred Ways",4.99
"Game Tycoon 2",14.99
"Vicky Saves the Big Dumb World",0.99
"Hob",0.0
"This Book Is A Dungeon",5.99
"Curvatron",0.99
"Carrotting Brain",8.99
"SUPERFIGHT",9.99
"Godot Engine",0.0
"Escape from Puzzlegate",1.99
"Ragdoll Runners",4.99
"DARTHY",0.99
"Inside Me",9.99
"U-Boats",4.99
"Emergency 2016",39.99
"UTOPIA 9 - A Volatile Vacation",11.99
"Bitardia",6.99
"Cold Dreams",2.99
"Fill Up!",2.99
"The Worm",4.99
"123 Slaughter Me Street",7.99
"Queen Under The Mountain",29.99
"LEGO® MARVEL's Avengers",23.99
"Siegecraft Commander",0.0
"Sky Break",14.99
"Ares Omega",4.99
"Audials One Suite 2016",59.99
"Dangerous Golf",19.99
"Veer",2.99
"Ninja Senki DX",4.99
"Jet Set Knights",4.49
"Stone Tales",0.99
"Flight of the Paladin",1.99
"Pony Island",4.99
"Zero Reflex",3.99
"Combat Core",15.99
"Sentou Gakuen: Revival",0.0
"Audials Moviebox 2016",39.99
"Audials Tunebite Platinum 2016",49.99
"Perfect Universe",9.99
"Robot Squad Simulator 2017",0.0
"Alpha Polaris : A Horror Adventure Game",9.99
"Valzar",9.99
"Turok: Dinosaur Hunter",19.99
"Stingray",30.0
"Super Ubie Island REMIX",9.99
"Disgaea PC",19.99
"Lowglow",2.39
"Sunken",9.99
"Flat Kingdom Paper's Cut Edition",7.99
"Legend of Dungeon: Masters",0.0
"Professor Teaches Word 2016",14.99
"Professor Teaches Access 2016",14.99
"Professor Teaches Excel 2016",14.99
"Professor Teaches PowerPoint 2016",14.99
"Ant War: Domination",0.5
"Lost Moon",7.99
"Asdivine Hearts",9.99
"Astral Breakers",4.99
"DarkMaus",9.99
"Refunct",2.99
"Vortex: The Gateway",6.99
"Gnomes Vs. Fairies",9.99
"DesertLand 2115",2.49
"Twilight Struggle",14.99
"Lighthockey",1.99
"Stop Online - Battle of Words",4.99
"KartKraft",0.0
"Axes and Arrows",9.99
"Minigolf VR",19.99
"Umineko",24.99
"Ratings War",2.99
"Impossible Geometry",1.99
"Roses and Gems",4.99
"Alekhine's Gun",39.99
"1,000 Heads Among the Trees",3.49
"FL337",9.99
"Welcome to Boon Hill",4.99
"Professor Teaches OneNote 2016",14.99
"Professor Teaches Outlook 2016",14.99
"Crush Your Enemies",9.99
"Eventide: Slavic Fable",9.99
"Fruit Golf",0.0
"Monsterland",0.99
"Epic Showdown",4.99
"Dub Dash",4.99
"The Uncertain",0.0
"Survival Is Not Enough",3.99
"Star Sky - ブルームーン",3.99
"AltspaceVR",0.0
"Gulf of Aden - Task Force Somalia",9.99
"Soccer Manager 2016",0.0
"Trap Them - Sniper Edition",3.99
"Club Manager 2016",24.99
"Legend of Mysteria",0.5
"Pro Evolution Soccer 2016 myClub",0.0
"There Was a Caveman",6.99
"The Last NightMary - A Lenda do Cabeça de Cuia",0.51
"My Little Kitties",6.99
"Sakura Dungeon",19.99
"Strawberry Vinegar",9.99
"Strania - The Stella Machina -",14.99
"Gabe Newell Simulator",3.0
"Devilian",0.0
"ARK: Survival Of The Fittest",0.0
"Killing Room",0.0
"Superku",0.0
"Raiden Legacy",9.99
"Indie Game Battle",9.99
"Last Days of Spring Visual Novel",2.99
"R.B.I. Baseball 16",19.99
"Lonath Online",6.99
"The Grand Canyon VR Experience",4.99
"Poker Pretty Girls Battle: Texas Hold'em",9.99
"Dungeons Of Kragmor",0.99
"Operation: Global Shield",0.99
"Paranormal Psychosis",0.99
"Lethe - Episode One",16.99
"Hard Reset Redux",19.99
"Space Overlords",7.99
"ORION",0.99
"Mad Nords: Probably an Epic Quest",9.99
"Princess Remedy in a World of Hurt",0.0
"Hyper Bounce Blast",4.99
"Sakura Beach 2",9.99
"Cinderella Escape! R12",4.99
"SAVAGE: The Shard of Gosen",0.0
"Planet R-12",4.99
"Cibele",8.99
"Networm",1.99
"Slime Jumper",4.99
"Eagle Flight",0.0
"Message Quest",2.99
"GravLab - Gravitational Testing Facility & Observations",0.0
"Swords and Sorcery - Underworld - DEFINITIVE EDITION",14.99
"Dream Factory",14.99
"CODE OF PRINCESS",14.99
"ChromaGun",12.99
"Pro Gamer Manager",12.99
"Starsphere",0.99
"Pro Cycling Manager 2016",39.99
"Highschool Possession",6.99
"Dead Stop",7.99
"Heal Them All",7.99
"Unfortunate Spacemen",14.99
"Krai Mira",9.99
"ePic Character Generator",0.0
"Zombasite",19.99
"Timber and Stone",12.99
"Mystery Chronicle: One Way Heroics",8.99
"The Stanford Ocean Acidification Experience",0.0
"Herolike",7.99
"Fist Slash: Of Ultimate Fury",3.99
"The Big Secret of a Small Town",6.99
"The Purring Quest",9.99
"Demigods",3.99
"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",0.0
"Contract",2.99
"Blue Sheep",6.99
"Herding Dog",2.99
"The Rollingball's Melody",3.99
"Syndrome",0.0
"Perraw - FPS Clone War",0.99
"INDEF",0.0
"Faron's Fate",3.99
"Monster RPG 2",1.99
"Among the Heavens",2.99
"Marble Mountain",9.99
"Clumsy Moose Season",2.99
"Knight Adventure",0.59
"SnakEscape",2.49
"The Fall of the Dungeon Guardians",19.99
"Blackfaun",14.99
"Rogue Harvest",4.99
"Genesis Online",0.0
"Ginger: Beyond the Crystal",11.99
"8DAYS",12.99
"Run Rabbit Run",3.99
"No1Left",8.99
"Kingdoms",9.99
"Contract With The Devil",5.99
"One Final Chaos",4.99
"Rumble",4.99
"Angry Video Game Nerd II: ASSimilation",14.99
"Pink Hour",0.0
"Pink Heaven",0.0
"BioShock Remastered",19.99
"BioShock 2 Remastered",19.99
"Death by Game Show",9.99
"Criminal Girls: Invite Only",0.0
"Phantom Brave PC",19.99
"Stranger of Sword City",39.99
"The Storm Guard: Darkness is Coming",19.99
"Brilliant Shadows - Part One of the Book of Gray Magic",6.99
"Chalo Chalo",0.0
"Hope in Hell",2.99
"The Forgotten Forest",1.99
"12 is Better Than 6",9.99
"AGON - The Mysterious Codex (Trilogy)",9.99
"AGON - The Lost Sword of Toledo",9.99
"Swapperoo",4.99
"Ampersand",0.99
"Acorn Assault: Rodent Revolution",4.99
"EARTH DEFENSE FORCE 4.1  The Shadow of New Despair",49.99
"Liftoff",19.99
"Huenison",4.99
"HEX: Shards of Fate",0.0
"Morphine",2.99
"Vertigo Void",1.99
"Expander",2.99
"Elements: Epic Heroes",6.99
"Starlord",6.99
"Tank: The M1A1 Abrams Battle Tank Simulation",6.99
"Gunjack",9.99
"Fiends of Imprisonment",1.99
"Suits: A Business RPG",0.99
"System Shock: Enhanced Edition",9.99
"Roads of Rome",3.99
"Starward Rogue",11.99
"Rock God Tycoon",0.0
"Dragon Quest Heroes",59.99
"Higurashi When They Cry - Ch.2 Watanagashi",7.99
"Deathless: The City's Thirst",3.99
"Master of Orion 1",5.99
"Master of Orion 2",5.99
"Master of Orion 3",9.99
"Sorcery! Parts 1 & 2",9.99
"Roads of Rome 2",3.99
"Mass Vector",5.99
"SHOWTIME 2073",1.99
"Galaxy Admirals",1.99
"Leviathan: The Cargo",10.99
"Dota 2 Player Profiles: EG - Suma1L",0.0
"Dota 2 Player Profiles: Na'Vi - XBOCT",0.0
"Dota 2 Player Profiles: Invictus Gaming - Ferrari",0.0
"Dota 2 Player Profiles: MVPHot6 - HEEN",0.0
"Dota 2 Player Profiles: EHome - ROTKE",0.0
"Dota 2 Player Profiles: Cloud9 - NoTail",0.0
"Dota 2 Player Profiles: Complexity - zfreek",0.0
"Dota 2 Player Profiles: Empire - Alohadance",0.0
"Dota 2 Player Profiles: Fnatic - Kecik-Imba",0.0
"Dota 2 Player Profiles: LGD - Xiao8",0.0
"Dota 2 Player Profiles: Newbee - Mu",0.0
"Dota 2 Player Profiles: TeamSecret - S4",0.0
"Dota 2 Player Profiles: Vici - fy",0.0
"Dota 2 Player Profiles: Virtus.Pro - FNG",0.0
"ELEX",0.0
"Codename: Panzers, Phase One",14.99
"Codename: Panzers, Phase Two",14.99
"Men of Valor",9.99
"Quicken WillMaker Plus 2016",59.99
"Quicken Legal Business Pro",59.99
"MELTY BLOOD Actress Again Current Code",24.99
"Getsuei Gakuen -kou-",24.99
"BATTLECREW Space Pirates",0.0
"State of Extinction - Early Access",0.0
"Roads of Rome 3",3.99
"Hybrid Wars",0.0
"Island Tribe",2.99
"Reveal The Deep",0.99
"Zombie Exodus",7.99
"The Rivers of Alice - Extended Version",7.99
"The Sentient",12.99
"Tick's Tales",7.99
"Pane In The Glass",4.99
"Wicked Witches",9.99
"Loot Hound",8.99
"VROOM: Galleon",8.99
"Quantum Lock",5.99
"Yet Another World",3.99
"Brick Inventions",6.99
"Swordbreaker The Game",2.99
"The FOO Show",0.0
"SENRAN KAGURA SHINOVI VERSUS",29.99
"Save the Creatures",1.99
"Discovering Colors - Animals",3.99
"TY the Tasmanian Tiger",11.99
"Crossbow Warrior - The Legend of William Tell",6.99
"HordeZ",15.99
"Era of Majesty",5.99
"Electric Highways",0.0
"Midsummer Night",4.99
"City of Chains",4.99
"InfiniTrap",3.99
"Empires Of Creation",4.99
"Stories of Bethem: Full Moon",6.99
"Labyrinth",9.99
"Parallels",4.99
"Legend",4.99
"GASP",0.0
"Castle Chaos",7.99
"Jane's Realty",2.99
"The Black Death",19.99
"Villagers",19.99
"Metal War Online: Retribution",0.0
"Turtle Odyssey",2.99
"Yrminsul",9.99
"Evil Defenders",9.99
"Atlantic Quest 2 - New Adventure -",6.99
"The Minotaur",1.99
"Pro Basketball Manager 2016 - US Edition",9.99
"Lup",0.99
"Klang",0.0
"Bullet Heaven 2",11.99
"SMASH+GRAB",0.0
"Days Under Custody",4.99
"Audioshield",19.99
"Revolve",0.0
"Boogeyman",7.99
"Adventure Time: Magic Man's Head Games",4.99
"STEINS;GATE",34.99
"Zombie Office Politics",0.0
"Drift Streets Japan",4.99
"Farm Mania: Hot Vacation",3.99
"Back to Dinosaur Island",0.0
"Beatbuddy: On Tour",6.99
"Mytheon",9.99
"Hero's Song",0.0
"Stardew Valley",14.99
"Metal Assault",0.0
"Danganronpa: Trigger Happy Havoc",29.99
"Danganronpa 2: Goodbye Despair",29.99
"Draft Day Sports College Basketball 3",19.99
"Where Angels Cry - Tears Of The Fallen (Collectors Edition)",14.99
"101 Ways to Die",12.99
"Rothschild: The Sheep Will Wake",9.99
"Rocket Fist",8.99
"The Extinction",2.99
"Recourse",39.99
"Reverse x Reverse",9.99
"Statues",4.99
"Run Turn Die",2.0
"Blood & Gold: Caribbean!",4.99
"Goultard",0.0
"Mines of Mars",6.99
"Go To Bed: Survive The Night",4.99
"Overdosed - A Trip To Hell",6.99
"CS:GO Player Profiles: n0thing - Cloud9",0.0
"CS:GO Player Profiles:  TaZ - Virtus.Pro",0.0
"CS:GO Player Profiles: GeT_RiGhT - Ninjas in Pyjamas",0.0
"CS:GO Player Profiles: olofmeister - fnatic",0.0
"CS:GO Player Profiles: kennyS - Team Envyus",0.0
"CS:GO Player Profiles: Edward - Na'Vi",0.0
"CS:GO Player Profiles: markeloff - Flipsid3",0.0
"CS:GO Player Profiles: device - Team SoloMid",0.0
"CS:GO Player Profiles: FalleN - Luminosity",0.0
"Sickness",14.99
"iso-Sphere",1.99
"Shut Up And Dig",4.99
"Life is Hard",8.99
"The Warden",11.99
"Modbox",19.99
"Fall of the Titanic",0.0
"Junk Jack",14.99
"Ironclads 2: American Civil War",19.99
"Princess.Loot.Pixel.Again",4.99
"Hellblade: Senua's Sacrifice",0.0
"Raining Blobs",9.99
"Nightmare on Azathoth",5.99
"Caribbean Odyssey",2.99
"5089: The Action RPG",5.99
"Uriel's Chasm 2: את",4.99
"Vampire Legends: The True Story of Kisilova",9.99
"Outlast 2",0.0
"Astrox: Hostile Space Excavation",9.99
"Epic Clicker Journey",0.0
"Bionite: Origins",11.99
"Observatory: A VR Variety Pack",9.99
"Robotpencil Presents: The Soldier: Using Keyshot",0.0
"Robotpencil Presents: The Soldier: Using Photoshop",0.0
"Corgi Warlock",0.98
"Star Nomad 2",12.99
"GTGD S3 How To Make A Game",7.19
"The Other 99",14.99
"One More Dungeon",4.99
"Cyber Team Manager",7.99
"PD Howler 10",69.99
"Pang Adventures",9.99
"Motorsport Manager",34.99
"Feesh",0.99
"Star Crusade CCG",0.0
"When In Rome",4.99
"Shooting Stars!",4.99
"Viking Saga: The Cursed Ring",2.99
"Cross Set",2.99
"Nyan Cat: Lost In Space",2.99
"Hyperdevotion Noire: Goddess Black Heart",29.99
"Lemurzin",0.0
"Fly, Glowfly!",4.99
"Kart Racing Pro",0.0
"Red Comrades Save the Galaxy: Reloaded",3.99
"Highrise Heroes: Word Challenge",4.99
"OmniBus",9.99
"Bacon Rebellion",0.0
"Gnomes Garden",5.99
"Mystic Saga",0.0
"BAD END",1.98
"Tactical Craft Online",0.0
"Disc Jam",0.0
"Crystal Picnic",1.99
"Bugspeed Collider",4.99
"Gigachess",3.99
"Voidspire Tactics",14.99
"Yohjo Simulator",4.99
"Energy Cycle",0.99
"Quatro Luzes",7.99
"Lightbender",2.99
"Your Quest",4.99
"CLASH",49.99
"Mars 2030",4.99
"God Game : The Odyssey",4.99
"Caretaker Retribution",0.0
"Blitz Breaker",2.99
"InterSection",14.99
"Written in the Sky",0.0
"The Final Frontier: Space Simulator",4.99
"Heresy",19.99
"HotLead",0.99
"Gun Bombers",7.99
"Vehicle Simulator",25.0
"Door To Door",6.99
"Block'hood",9.99
"The Light Empire",5.99
"Space Impossible",7.99
"Tales",0.0
"The Lost Island",8.99
"GooCubelets 2",0.51
"Bleeding Border",7.99
"Goblin Defenders: Steel‘n’ Wood",2.99
"Rescue Team 5",3.99
"Revolt",4.99
"Viking Saga: New World",3.99
"MiniBikers",5.99
"Max's Big Bust - A Captain Nekorai Tale",29.99
"Showing Tonight: Mindhunters Incident",4.99
"The Hurricane of the Varstray -Collateral hazard-",9.99
"Magnetron",5.99
"In The Dead Of Night - Urszula's Revenge",4.99
"Emporea",0.0
"Tacopocalypse",9.99
"Rubber Ducky and the Rainbow Gun",0.99
"Emily Wants To Play",4.99
"The Growth Journey",3.99
"True Lover's Knot",6.99
"Diabolical",3.99
"Gunslingers",0.0
"Zombie Night Terror",12.99
"Oh...Sir!",0.0
"Toro",2.99
"Pay2Win: The Tricks Exposed",4.99
"SquareCells",2.99
"The Metronomicon",15.99
"Cluck Yegger in Escape From The Planet of the Poultroid",2.99
"Color By",9.99
"Astral Gun",1.99
"REalM: Walk of Soul",0.0
"UnSummoning: the Spectral Horde",3.99
"Mayjasmine episode01 What is God? 五月茉莉",9.99
"Pavilion",0.0
"Ghost of a Tale",19.99
"Hiragana Pixel Party",7.99
"Monkey King Saga",4.99
"MAGIX Samplitude Music Studio 2016",99.99
"Northern Tale",2.99
"Moto Racer  4",29.99
"Marcus Level",4.99
"Gamefuel Driver Control",29.99
"Left Alone",6.99
"Mysterious Castle",4.99
"Emily is Away",0.0
"Everybody's Gone to the Rapture",19.99
"Apotheon Arena",0.0
"Upwards, Lonely Robot",9.99
"Street Warriors Online",0.0
"Mistfal",4.99
"Planet Diver",3.99
"MajorMinor",9.99
"Demented",5.99
"Subsistence",13.99
"hocus",1.99
"FALL",5.39
"Turbo Pug",0.99
"MoW: Face Off XL",0.0
"Cally's Caves 3",6.99
"The Madness of Little Emma",8.99
"Garden Rescue: Christmas Edition",3.99
"MicroRC Simulation",1.99
"Tempest",14.99
"Helen's Mysterious Castle",1.99
"MAGIX Photostory 2016 Deluxe",89.99
"Metal Tales: Fury of the Guitar Gods",0.0
"Shadow Tactics: Blades of the Shogun",0.0
"Polaris Sector",39.99
"Gumball Drift",19.99
"Draw Slasher",5.99
"Retaliation",0.0
"Professor Teaches Quickbooks 2016",14.99
"Wick",5.99
"Chronicles of a Dark Lord: Rhapsody Clash",0.99
"RWBY: Grimm Eclipse",19.99
"Gurgamoth",4.99
"Survive Me Miolhr",7.99
"Tick Tock Isle",2.99
"SculptrVR",19.99
"Swiftly",0.99
"The TakeOver",5.99
"Iron Commando",4.99
"Space Pirate Trainer",11.24
"Pankapu",0.0
"Idle Civilization",4.99
"DreadOut: Keepers of The Dark",6.99
"Catorize",2.99
"RELIC ALONE",4.99
"Wishmere",11.99
"Bridge Constructor Stunts",9.99
"Vector Strain",3.49
"Resume Maker® for Windows",19.99
"That Dragon, Cancer",14.99
"Starpoint Gemini Warlords",24.99
"Red Game Without A Great Name",4.99
"Lifeless",19.99
"Tales from the Void",14.99
"Let's Play: New Playgrounds",0.0
"Let's Play: Change The Rules",0.0
"Let's Play: Free Experimentation",0.0
"Let's Play: Beyond The Screen",0.0
"Let's Play: Co-Creations",0.0
"Rogue Singularity",12.74
"House of Hell",9.99
"Dota 2 Player Profiles: CDEC's Journey to The Majors",0.0
"Home Design 3D",1.49
"Candle",0.0
"Kill The Plumber",4.99
"Dota 2 Player Profiles: EG Champions of TI5",0.0
"CLANNAD Side Stories",19.99
"NEKOPARA Vol. 2",6.99
"Alphabeats: Master Edition",7.99
"Shrug Island - Chapter 1",0.0
"KRUM - Edge Of Darkness",4.99
"Into the Void",9.99
"The Admin",0.0
"Spectrum",0.0
"Gravity Island",4.49
"The Strike",9.99
"Atlantic Fleet",9.99
"Rynn's Adventure: Trouble in the Enchanted Forest",9.99
"OneShot",0.0
"Super Arcade Football",9.99
"Cubixx HD",8.99
"Elite vs. Freedom",12.99
"The Deed",0.99
"The Legend of Dark Witch",4.99
"StarBreak",0.0
"BLARP!",2.99
"Cosmic Leap",0.99
"I must kill...: Fresh Meat",0.0
"Mech Anarchy",7.99
"Store Manager: Cellular Edition",6.99
"Lost Labyrinth Extended Version",4.99
"CHKN",14.99
"Time Tenshi",9.99
"RoBoRumble",5.99
"Army Gals",0.0
"Soldiers: Arena",0.0
"Catch Me",5.99
"Plantera",2.99
"Deponia Doomsday",29.99
"Age of Steel: Recharge",6.99
"AWAKE",6.99
"Samorost 3",19.99
"Blades of the Righteous",2.99
"Umbra: Shadow of Death",3.99
"Militia",3.59
"Ray Gigant",29.99
"XBlaze Code: Embryo",19.99
"Dissonance: An Interactive Novelette",2.99
"A Study in Steampunk: Choice by Gaslight",3.99
"Harmonia",7.99
"CUPID - A free to play Visual Novel",0.0
"Sakura Santa",9.99
"Goetia",14.99
"SCS Workshop Uploader",0.0
"OH! RPG!",2.99
"Quatros Origins",4.99
"Plastiland",7.99
"Avaris 2",7.99
"Shadowrun Chronicles: INFECTED Director's Cut",29.99
"PANOPTES",9.99
"World of Fishing",0.0
"Dark Days",4.99
"ReVeN: XBridge",9.99
"Heaven Island Life",0.69
"Wand Wars",11.99
"Comic Book Hero: The Greatest Cape",19.99
"Wrestling Spirit 3",19.99
"Rise of Keepers",12.99
"ShipLord",2.99
"City Play",3.99
"Element",10.99
"Godus Wars",14.99
"Wacky Wheels HD",9.99
"1775: Rebellion",0.0
"Metaverse Construction Kit",0.0
"VR Karts SteamVR",14.99
"Megamagic: Wizards of the Neon Age",14.99
"Holodance",9.99
"Particle Fleet: Emergence",0.0
"Creeper World Anniversary Edition",4.99
"Creeper World 2 Anniversary Edition",4.99
"Divergence: Online",29.99
"Devil Daggers",4.99
"Super Robot Jump Jump",9.99
"Community College Hero: Trial by Fire",3.99
"A.I. Space Corps",3.49
"T-Kara Puzzles",2.99
"Furi",24.99
"ZHEROS",9.99
"Pendragon Rising",3.99
"Choice of Kung Fu",3.99
"Trainz Driver 2016",19.99
"Air Missions: HIND",16.99
"Day D: Tower Rush",6.99
"Project Highrise",19.99
"The Little Acre",0.0
"Adelantado Trilogy. Book one",4.99
"Where's My Mommy?",5.99
"Hero Defense",14.99
"Summer Fling",8.99
"Apocalypse Hotel - The Post-Apocalyptic Hotel Simulator!",6.99
"Invasion: Brain Craving",0.99
"Color Chaos",2.99
"Hyper Gods",0.0
"Save Your Mother",0.0
"Gardenarium",4.99
"Hit Tank PRO",0.89
"Our Love Will Grow",4.99
"Zero Gravity",10.99
"Automata Empire",8.99
"Marooners",9.09
"BanHammer",2.99
"Astervoid 2000",0.0
"Carpe Diem",0.0
"Gods and Idols",0.0
"Dinocide",9.99
"Etaria | Survival Adventure",0.99
"Deadlight Director’s Cut",19.99
"Project Pulsation",4.99
"Crudelis",5.99
"EEP 12",34.99
"War of Rights",0.0
"Fragmental",14.99
"The Glow",3.99
"Celestrion",0.99
"The fall of gods",1.99
"SodaCity",9.99
"Balrum",14.99
"Feelings Adrift",7.99
"Iron Snout",0.0
"Blessed Ones: The Magic Wolves",7.99
"Anomaly 1729",9.99
"Wolcen: Lords of Mayhem",19.99
"Farm Expert 2017",19.99
"Karaski: What Goes Up...",11.99
"The BoX",5.99
"Bladestar",9.99
"Imperia Online",0.0
"Bell Ringer",6.99
"Little Nightmares",0.0
"Galactineers",9.99
"Threads of Destiny",2.99
"ScudBuster",4.99
"ComixPlay ",
"Asteroids Minesweeper",0.99
"Assassins vs Pirates",7.99
"Recursion Deluxe",4.99
"Shadwen",16.99
"ONE PIECE BURNING BLOOD",49.99
"Sword 'N' Board",4.99
"Super Button Soccer",6.99
"Ghostbusters",49.99
"Space Moth DX",4.99
"Road to Ballhalla",14.99
"GoatPunks",0.0
"CyberLink PhotoDirector 7 Ultra",69.99
"CyberLink Power2Go 10 Platinum",49.99
"The Room Two",4.99
"The Order of the Thorne - The King's Challenge",9.99
"Halloween Forever",2.99
"Seraph",12.99
"Cloudlands : VR Minigolf",19.99
"Ego Protocol",5.99
"Dragonpath",5.35
"Vector Assault",4.99
"Gyrodisc Super League",12.99
"Adventure Lamp",11.99
"Space Junk Patrol",5.99
"HunieCam Studio",6.99
"Womb Room",1.99
"Goodnight Butcher",1.99
"Defragmented",14.99
"Miner Meltdown",0.0
"Caretaker Sacrifice",5.99
"Periodonica",24.99
"The Away Team",9.99
"Perception",0.0
"MetaHuman Inc.",4.99
"Full Tilt Poker",0.0
"Blood of Magic",9.99
"Virtually Live presents Formula E Season Two Highlights",0.0
"Bubsy Two-Fur",4.99
"Narcissu 10th Anniversary Anthology Project",2.99
"Yooka-Laylee - Toybox",0.0
"Grow Up",9.99
"Moonshot",11.99
"Age of Magic CCG",0.0
"軒轅劍外傳穹之扉(The Gate of Firmament)",14.99
"Pitstop Challenge",9.99
"Siege",4.49
"Fernbus Simulator",34.99
"Dead Rising",19.99
"Cosmic Trip",14.99
"8-Bit Armies",14.99
"Orcs Must Die! Unchained",0.0
"Democracy 3 Africa",4.94
"FritzChess 15",64.99
"Way of the Samurai 3",19.99
"Factorio",20.0
"Tibetan Quest: Beyond the World's End",9.99
"Dawn of Andromeda",0.0
"The Ables: Freepoint High",1.49
"NightCry",24.99
"Who's Your Daddy",4.99
"A Chair in a Room: Greenwater",24.99
"Pills4Skills",2.99
"PERFECT ANGLE: The puzzle game based on optical illusions",6.99
"CALENDULA",6.99
"Hitman GO: Definitive Edition",7.99
"The Next World",12.99
"P.A.M.E.L.A.",0.0
"Felt Tip Circus",7.99
"Zavix Tower",14.99
"Army of Tentacles: (Not) A Cthulhu Dating Sim",4.99
"The Withering",9.99
"Heathen Engineering's Terran",39.99
"Aozora Meikyuu",4.99
"The ORPHEUS Ruse",3.99
"Sixth Grade Detective",3.99
"Millia -The ending-",4.99
"Racket: Nx",0.0
"Beyond Reality",4.99
"Save Halloween: City of Witches",4.99
"Walk The Light",4.99
"Islet Online",24.99
"MadOut Open City",7.99
"Attack Heroes",9.99
"Horror in the Asylum",4.99
"TurnOn",14.99
"Swift",5.99
"Hauntsters",4.99
"Mystery Castle: The Mirror's Secret",6.99
"The Book of Desires",6.99
"Twilight City: Love as a Cure",6.99
"Mystery of Unicorn Castle: The Beastmaster",6.99
"Marmoset Hexels 2",38.0
"Fear Equation",14.99
"Windlands",19.99
"PRiO",5.99
"Room 404",14.99
"Endorlight",2.99
"Chasing Dead",9.99
"Kings of Israel",7.99
"Solitaire Christmas. Match 2 Cards",3.34
"Machine Gun Train Run",2.99
"Fragments of Him",9.99
"Momodora: Reverie Under the Moonlight",9.99
"Unearthing Colossal",0.0
"White Mirror",0.49
"Youtubers Life",14.99
"Nordenfelt",8.99
"Neon Chrome",14.99
"Hatch and Slay",1.99
"liteCam Game 5.0",19.99
"Save the Dodos",2.99
"Red Haze",0.0
"Take the Dream IX",0.0
"The Quest",9.99
"Linea, the Game",1.99
"WinKings",0.0
"Into the Belly of the Beast",14.99
"CONTASION 2",6.99
"Kivi, Toilet and Shotgun",0.99
"Ethereal Legends",0.0
"Lost World Zero",9.99
"Furfly",1.99
"Feed and Grow: Fish",14.99
"Zombie Wars: Invasion",2.99
"Zamarian",4.99
"Cyborg Rage",2.99
"Project CARS - Pagani Edition",0.0
"Super Helmets on Fire DX Ultra Edition Plus Alpha",1.99
"FullBlast",5.99
"Beyond Dimensions",4.99
"Super Intergalactic Gang",3.99
"Gems of the Aztecs",4.99
"Sepia Tears",0.0
"Stikbold!",9.99
"Satellite Rush",4.99
"XenoShyft",9.99
"Cycle Of Tyrfing",7.99
"Space Pilgrim Episode I: Alpha Centauri",1.99
"Vision Runner",0.0
"Resilience: Wave Survival",5.99
"Falcon Gold",6.99
"Falcon 4.0",6.99
"The Walking Dead: Michonne",14.99
"A Wild Catgirl Appears!",2.99
"Fairy Tale Mysteries: The Puppet Thief",9.99
"The Emerald Maiden: Symphony of Dreams",9.99
"Dungeon Rushers",14.99
