id,name,platformwindows,platformlinux,platformmac
530,Eternity's Child,true,false,false
531,Alice: Madness Returns,true,false,false
532,Brothers in Arms: Earned in Blood,true,false,false
533,The Sum of All Fears,true,false,false
534,Tom Clancy's Rainbow Six 3: Gold Edition,true,false,false
535,Far Cry 2,true,false,false
536,The Settlers: Rise of an Empire Gold Edition,true,false,false
537,Prince of Persia,true,false,false
538,Galactic Bowling,true,false,false
539,Red Faction: Guerrilla Steam Edition,true,false,false
540,S.T.A.L.K.E.R.: Clear Sky,true,false,false
541,Red Faction,true,false,false
542,Company of Heroes: Tales of Valor,true,false,false
543,Red Faction II,true,false,false
544,"Warhammer® 40,000™: Dawn of War® II - Chaos Rising™",true,false,false
545,Starscape,true,false,false
546,Mr. Robot,true,false,false
547,Shatter,true,true,true
548,The Witcher: Enhanced Edition,true,false,true
549,The Witcher 2: Assassins of Kings Enhanced Edition,true,true,true
550,LEGO Batman: The Videogame,true,false,false
551,Watchmen: The End Is Nigh,true,false,false
552,Watchmen: The End Is Nigh Part 2,true,false,false
553,F.E.A.R.,true,false,false
554,F.E.A.R. 3,true,false,false
555,F.E.A.R.: Extraction Point,true,false,false
556,F.E.A.R.: Perseus Mandate,true,false,false
557,Lego Harry Potter,true,false,false
558,Gravitron 2,true,false,false
559,Project Aftermath,true,false,false
560,Pyroblazer,true,false,false
561,Age of Booty,true,false,false
562,FLOCK!,true,false,false
563,Street Fighter IV,true,false,false
564,Bionic Commando,true,false,false
565,Bionic Commando Rearmed,true,false,false
566,Resident Evil 5 / Biohazard 5,true,false,false
567,Driver: Parallel Lines,true,false,false
568,Tom Clancy's EndWar,true,false,false
569,Call of Juarez: Bound in Blood,true,false,false
570,World of Goo,true,true,true
571,Mount & Blade,true,false,false
572,Penumbra: Black Plague,true,true,true
573,Hearts of Iron II: Complete,true,false,false
574,Penumbra: Requiem,true,true,true
575,Penumbra: Overture,true,true,true
576,Zeno Clash,true,false,false
577,Rock of Ages,true,false,false
578,Fallout 3,true,false,false
579,Rogue Warrior,true,false,false
580,The Elder Scrolls III: Morrowind,true,false,false
581,The Elder Scrolls IV: Oblivion,true,false,false
582,Call of Cthulhu: Dark Corners of the Earth,true,false,false
583,BRINK,true,false,false
584,BRINK Spec Ops DLC,true,false,false
585,BRINK Doom Pack DLC,true,false,false
586,Fallout 3 - Game of the Year Edition,true,false,false
587,Fallout: New Vegas,true,false,false
588,Hunted: The Demon's Forge,true,false,false
589,Fallout: New Vegas,true,false,false
590,Spectromancer,true,false,false
591,Worms Reloaded,true,true,true
592,Alien Breed: Impact,true,false,false
593,Alien Breed 2: Assault,true,false,false
594,Alien Breed 3: Descent,true,false,false
595,Yosumin!,true,false,false
596,The Last Remnant,true,false,false
597,Gyromancer,true,false,false
598,Imperium Romanum: Gold Edition,true,false,false
599,Europa Universalis: Rome - Gold Edition,true,false,false
600,Grand Ages: Rome,true,false,false
601,Grand Ages: Rome Expansion,true,false,false
602,Ceville,true,false,false
603,Tropico 3 - Steam Special Edition,true,false,false
604,Puzzle Quest: Galactrix,true,false,false
605,Earth Defense Force: Insect Armageddon,true,false,false
606,Depths of Peril,true,true,true
607,Puzzle Kingdoms,true,false,false
608,Train Simulator,true,false,false
609,Railworks Class 20 Pack DLC,true,false,false
610,Railworks Class 45 Pack DLC,true,false,false
611,Railworks Evening Star DLC,true,false,false
612,Railworks Class56 DLC,true,false,false
613,DC Universe Online,true,false,false
614,PAYDAY: The Heist,true,false,false
615,King Arthur - The Role-playing Wargame,true,false,false
616,Crusaders: Thy Kingdom Come,true,false,false
617,Aquaria,true,true,false
618,King Arthur - Fallen Champions,true,false,false
619,King Arthur II - The Role-playing Wargame,true,false,false
620,Trainz: Classic Cabon City,true,false,false
621,Trainz: Settle & Carlisle,true,false,false
622,Trainz: Murchison 2,true,false,false
623,Trainz Simulator 12,true,false,false
624,Spore: Galactic Adventures,true,false,false
625,Burnout Paradise: The Ultimate Box,true,false,false
626,SimCity 4 Deluxe,true,false,true
627,Command and Conquer 3: Tiberium Wars,true,false,false
628,Command and Conquer: Red Alert 3 - Uprising,true,false,false
629,Command and Conquer 3: Kane's Wrath,true,false,false
630,Medal of Honor: Airborne,true,false,false
631,Need for Speed: SHIFT,true,false,false
632,Battlefield: Bad Company 2,true,false,false
633,Mass Effect 2,true,false,false
634,Overgrowth,true,true,true
635,Lugaru HD,true,true,true
636,Cricket Revolution,true,false,false
637,Eschalon: Book 1,true,true,true
638,Eschalon: Book 2,true,true,true
639,Madballs in...Babo: Invasion,true,false,true
640,Europa Universalis III,true,false,true
641,Europa Universalis III: Divine Wind,true,false,false
642,Knights of Honor,true,false,false
643,Elven Legacy,true,false,false
644,Sword of the Stars,true,false,false
645,Hearts of Iron III,true,false,true
646,King's Bounty: The Legend,true,false,true
647,Supreme Ruler 2020: Gold,true,false,false
648,Majesty 2,true,false,false
649,Majesty: Gold Edition,true,false,false
650,The Maw,true,false,false
651,Drug Wars,true,false,false
652,Cogs,true,true,true
653,Braid,true,true,true
654,Crayon Physics Deluxe,true,false,true
655,The Path,true,false,true
656,The Graveyard,true,true,true
657,FATALE,true,false,true
658,Summer Athletics,true,false,false
659,Blacklight: Tango Down,true,false,false
660,Dangerous High School Girls in Trouble!,true,false,true
661,MEVO & the Grooveriders,true,false,false
662,Space Giraffe,true,false,false
663,GridRunner Revolution,true,false,false
664,Twin Sector,true,false,false
665,Booster Trooper,true,false,false
666,Dead Horde,true,false,false
667,Kane & Lynch 2: Dog Days,true,false,false
668,Yumsters! 2: Around the World!,true,false,false
669,Musaic Box,true,false,false
670,Blueberry Garden,true,true,true
671,Osmos,true,true,true
672,Guild Wars: Game of the Year Edition,true,false,false
673,Guild Wars: Factions,true,false,false
674,Guild Wars: Trilogy,true,false,false
675,Guild Wars: Nightfall,true,false,false
676,Guild Wars: Eye of the North,true,false,false
677,Caster,true,false,true
678,Dark Sector,true,false,false
679,Tales of Monkey Island: Chapter 1 - Launch of the Screaming Narwhal,true,false,true
680,Tales of Monkey Island: Chapter 2 - The Siege of Spinner Cay,true,false,false
681,Tales of Monkey Island: Chapter 3 - Lair of the Leviathan,true,false,false
682,Tales of Monkey Island: Chapter 4 - The Trial and Execution of Guybrush Threepwood,true,false,false
683,Tales of Monkey Island: Chapter 5 - Rise of the Pirate God,true,false,false
684,Sam & Max 301: The Penal Zone,true,false,false
685,Sam & Max 302: The Tomb of Sammun-Mak,true,false,true
686,Sam & Max 303: They Stole Max's Brain!,true,false,true
687,Sam & Max 304: Beyond the Alley of the Dolls,true,false,true
688,Sam & Max 305: The City that Dares not Sleep,true,false,true
689,Puzzle Agent,true,false,true
690,Poker Night at the Inventory,true,false,true
691,Back to the Future: Ep 1 - It's About Time,true,false,true
692,Tunnel Rats 1968,true,false,false
693,Iron Grip: Warlord,true,false,false
694,Nancy Drew: Danger By Design,true,false,false
695,Nancy Drew: Last Train to Blue Moon Canyon,true,false,false
696,Nancy Drew: The Haunted Carousel,true,false,false
697,Nancy Drew: Curse of Blackmoor Manor,true,false,false
698,Nancy Drew: Danger on Deception Island,true,false,false
699,Nancy Drew: Ghost Dogs of Moon Lake,true,false,false
700,Nancy Drew: Legend of the Crystal Skull,true,false,false
701,"Nancy Drew: Lights, Camera, Curses!",true,false,false
702,Nancy Drew: Secret of the Old Clock,true,false,false
703,Nancy Drew: Secret of the Scarlet Hand,true,false,false
704,Nancy Drew: The Creature of Kapu Cave,true,false,false
705,Nancy Drew: The Haunting of Castle Malloy,true,false,false
706,Nancy Drew: The Phantom of Venice,true,false,false
707,Nancy Drew: The White Wolf of Icicle Creek,true,false,false
708,Nancy Drew: Ransom of the Seven Ships,true,false,false
709,Raycatcher,true,false,false
710,Luxor Mahjong,true,false,true
711,Chainz 2: Relinked,true,false,false
712,Midnight Mysteries: The Edgar Allan Poe Conspiracy,true,false,false
713,Everyday Genius: SquareLogic,true,false,false
714,Zombie Bowl-O-Rama,true,false,false
715,Metal Drift,true,false,false
716,Indiana Jones and the Last Crusade,true,false,true
717,LEGOⓇ Indiana Jones™: The Original Adventures,true,false,false
718,Loom,true,false,true
719,STAR WARS™ Starfighter™,true,false,false
720,The Secret of Monkey Island: Special Edition,true,false,false
721,STAR WARS™: Knights of the Old Republic™,true,false,true
722,STAR WARS™ Jedi Knight: Dark Forces II,true,false,false
723,STAR WARS™ Jedi Knight: Mysteries of the Sith™,true,false,false
724,STAR WARS™: Dark Forces,true,false,false
725,Lucidity,true,false,false
726,STAR WARS™: The Clone Wars - Republic Heroes™,true,false,false
727,STAR WARS™: The Force Unleashed™ Ultimate Sith Edition,true,false,true
728,LEGO® Star Wars™: The Complete Saga,true,false,true
729,Lego Indiana Jones 2,true,false,false
730,Monkey Island 2: Special Edition,true,false,false
731,STAR WARS™ Empire at War: Gold Pack,true,false,false
732,STAR WARS™: The Force Unleashed™ II,true,false,false
733,LEGO® Star Wars™ III: The Clone Wars™,true,false,false
734,Delta Force: Xtreme 2,true,false,false
735,Delta Force,true,false,false
736,Delta Force 2,true,false,false
737,Delta Force: Land Warrior,true,false,false
738,Delta Force: Task Force Dagger,true,false,false
739,Delta Force: Xtreme,true,false,false
740,Delta Force: Black Hawk Down,true,false,false
741,Delta Force: Black Hawk Down - Team Sabre,true,false,false
742,Armored Fist 3,true,false,false
743,F-16 Multirole Fighter,true,false,false
744,F-22 Lightning 3,true,false,false
745,MiG-29 Fulcrum,true,false,false
746,Comanche 4,true,false,false
747,Tachyon: The Fringe,true,false,false
748,Joint Operations: Combined Arms,true,false,false
749,The Lord of the Rings: War in the North,true,false,false
750,Restaurant Empire II,true,false,false
751,Alien Shooter,true,false,false
752,Alien Shooter: Revisited,true,false,false
753,Alien Shooter 2: Reloaded,true,false,false
754,Zombie Shooter,true,false,false
755,Zombie Shooter 2,true,false,false
756,Dawn of Discovery,true,false,false
757,Tom Clancy's Splinter Cell: Conviction,true,false,true
758,Tom Clancy's Splinter Cell Conviction,true,false,true
759,Assassin's Creed II,true,false,true
760,Prince of Persia: The Forgotten Sands,true,false,false
761,Zeit²,true,false,false
762,Call of Juarez: The Cartel,true,false,false
763,Driver San Francisco,true,false,true
764,From Dust,true,false,false
765,Tropico,true,false,false
766,Tropico 2: Pirate Cove,true,false,false
767,Time of Shadows,true,false,false
768,Patrician III,true,false,false
769,The Great Art Race,true,false,false
770,Broken Sword 2 - the Smoking Mirror: Remastered,true,true,true
771,Broken Sword 3 - the Sleeping Dragon,true,false,false
772,Crash Time III,true,false,false
773,Puzzler World,true,false,false
774,Ziro,true,false,false
775,Disciples III: Renaissance,true,false,false
776,Eversion,true,true,true
777,Paws & Claws: Pampered Pets,true,false,false
778,Paws & Claws: Pet School,true,false,false
779,Paws & Claws: Pet Vet,true,false,false
780,18 Wheels of Steel: Extreme Trucker,true,false,false
781,Prison Tycoon 4: Supermax,true,false,false
782,Amelia Earhart,true,false,false
783,Drakensang The River of Time,true,false,false
784,Elizabeth Find M.D. - Diagnosis Mystery - Season 2,true,false,true
785,Arma 2,true,false,false
786,Arma 2,true,false,false
787,Arma 2: Operation Arrowhead,true,false,false
788,The Fish Fillets 2,true,false,false
789,Pound of Ground,true,false,false
790,AlternativA,true,false,false
791,Alpha Protocol,true,false,false
792,Alpha Protocol,true,false,false
793,Napoleon: Total War,true,false,true
794,Vancouver 2010: The Official Video Game of the Olympic Winter Games,true,false,false
795,Sonic and SEGA All Stars Racing,true,false,false
796,Comix Zone,true,false,false
797,Crack Down,true,false,false
798,Ecco the Dolphin,true,false,false
799,Gain Ground,true,false,false
800,Golden Axe,true,false,false
801,Shinobi 3,true,false,false
802,Sonic 3D Blast,true,false,false
803,Space Harrier II,true,false,false
804,Vectorman,true,false,false
805,Altered Beast,true,false,false
806,Shadow Dancer,true,false,false
807,Alex Kidd in the Enchanted Castle,true,false,false
808,Bonanza Bros,true,false,false
809,Columns,true,false,false
810,Dr. Robotnik's Mean Bean Machine,true,false,false
811,Ecco Jr.,true,false,false
812,Eternal Champions,true,false,false
813,Fatal Labyrinth,true,false,false
814,Galaxy Force II,true,false,false
815,Kid Chameleon,true,false,false
816,Ristar,true,false,false
817,Sonic Spinball,true,false,false
818,Super Thunder Blade,true,false,false
819,Alien Storm,true,false,false
820,Bio-Hazard Battle,true,false,false
821,Columns III,true,false,false
822,Decap Attack,true,false,false
823,Ecco The Tides of Time,true,false,false
824,Total War: SHOGUN 2,true,false,true
825,Death to Spies: Moment of Truth,true,false,false
826,XIII Century,true,false,false
827,Sid Meier's Civilization IV,true,false,true
828,Sid Meier's Civilization IV: Warlords,true,false,true
829,Sid Meier's Civilization IV: Beyond the Sword,true,false,true
830,Sid Meier's Civilization IV: Colonization,true,false,true
831,Light of Altair,true,false,false
832,Order of War,true,false,false
833,Massive Assault,true,false,false
834,Massive Assault: Phantom Renaissance,true,false,false
835,Massive Assault Network 2,true,false,false
836,Chronicles of Mystery: The Scorpio Ritual,true,false,false
837,Project Freedom,true,false,false
838,Combat Wings: Battle of Britain,true,false,false
839,Sniper: Ghost Warrior,true,false,false
840,Sniper Ghost Warrior 2,true,false,false
841,Bad Rats,true,false,false
842,Razor2: Hidden Skies,true,false,false
843,Mini Ninjas,true,false,false
844,Batman: Arkham Asylum,true,false,true
845,Flora's Fruit Farm,true,false,false
846,Lara Croft and the Guardian of Light,true,false,false
847,Batman: Arkham Asylum GOTY Edition,true,false,true
848,Warfare,true,false,false
849,Clutch,true,false,false
850,Insane 2,true,false,false
851,Rising Storm/Red Orchestra 2 Multiplayer,true,false,false
852,The Ball,true,false,false
853,Dwarfs!?,true,true,true
854,Big Brain Wolf,true,false,false
855,Trine,true,true,true
856,Trine 2,true,true,true
857,Goblin Menace DLC,true,true,true
858,BRAINPIPE: A Plunge to Unhumanity,true,false,true
859,Foreign Legion: Buckets of Blood,true,false,true
860,Tradewinds Classic,true,false,false
861,Tradewinds 2,true,false,false
862,Tradewinds Legends,true,false,false
863,Tradewinds Caravans,true,false,false
864,Tradewinds Odyssey,true,false,false
865,Westward,true,false,false
866,Westward 2,true,false,false
867,Westward 3,true,false,false
868,Cake Mania,true,false,false
869,Cake Mania 2,true,false,false
870,Cake Mania 3,true,false,false
871,Monster Mash,true,false,false
872,Kuros,true,false,false
873,Granny in Paradise,true,false,false
874,Super Granny 3,true,false,false
875,Super Granny 4,true,false,false
876,Cake Mania Main Street,true,false,false
877,Westward IV,true,false,false
878,Iron Roses,true,false,false
879,Forsaken World,true,false,false
880,Angle of Attack,true,false,false
881,All Aspect Warfare,true,false,false
882,Ninja Blade,true,false,false
883,UFO: Extraterrestrials Gold,true,false,false
884,Aztaka,true,false,true
885,Chocolatier: Decadence by Design,true,false,true
886,Cooking Dash,true,false,true
887,Diaper Dash,true,false,true
888,Diner Dash: Hometown Hero,true,false,true
889,Dream Chronicles: The Chosen Child,true,false,true
890,Emerald City Confidential,true,false,false
891,Wandering Willows,true,false,true
892,Wedding Dash 2: Rings Around the World,true,false,true
893,Zenerchi,true,false,true
894,DinerTown Tycoon,true,false,true
895,DinerTown Detective Agency,true,false,true
896,NightShift Code,true,false,true
897,NightShift Legacy,true,false,true
898,Fitness Dash,true,false,true
899,Mahjong Roadshow,true,false,true
900,TriJinx,true,false,true
901,Valerie Porter,true,false,true
902,Gemini Lost,true,false,true
903,"Time Gentlemen, Please!",true,false,false
904,"Ben There, Dan That!",true,false,false
905,Magnetis,true,false,false
906,Windosill,true,false,true
907,Darkest of Days,true,false,false
908,QuantZ,true,false,true
909,Jewel Quest,true,false,false
910,Jewel Quest 2,true,false,false
911,Jewel Quest 3,true,false,false
912,Jewel Quest Mysteries,true,false,false
913,Mahjong Quest,true,false,false
914,Mahjong Quest 2,true,false,false
915,Mahjong Quest 3,true,false,false
916,Coconut Queen,true,false,false
917,Build-A-Lot,true,false,false
918,Build-A-Lot 2,true,false,false
919,Build-A-Lot 3,true,false,false
920,Build-A-Lot 4,true,false,false
921,Farm Frenzy,true,false,false
922,Farm Frenzy 2,true,false,false
923,Farm Frenzy Pizza Party,true,false,false
924,Farm Frenzy 3,true,false,false
925,Farm Frenzy 3 American Pie,true,false,false
926,Cradle of Rome,true,false,false
927,Cradle of Persia,true,false,false
928,Romance of Rome,true,false,false
929,Roogoo,true,false,false
930,Hotel Giant 2,true,false,false
931,Fallout,true,false,false
932,Fallout 2,true,false,false
933,Fallout Tactics,true,false,false
934,Kingpin,true,false,false
935,Sacrifice,true,false,false
936,MDK,true,false,false
937,MDK 2,true,false,false
938,Earthworm Jim 2,true,false,false
939,Faerie Solitaire,true,false,true
940,Toki Tori,true,true,true
941,RUSH,true,true,true
942,EDGE,true,true,true
943,CrimeCraft GangWars,true,false,false
944,Moonbase Alpha,true,false,false
945,Season of Mystery : The Cherry Blossom Murders,true,false,false
946,RIFT,true,false,false
947,FINAL FANTASY VII,true,false,false
948,FINAL FANTASY VIII,true,false,false
949,Dungeon Siege III,true,false,false
950,Dungeon Siege,true,false,false
951,Dungeon Siege 2,true,false,false
952,FINAL FANTASY XIV: A Realm Reborn,true,false,false
953,Pets Fun House,true,false,false
954,Gothic 3,true,false,false
955,Gothic II: Gold Edition,true,false,false
956,The Guild Gold Edition,true,false,false
957,Painkiller: Black Edition,true,false,false
958,SpellForce: Platinum Edition,true,false,false
959,SpellForce 2: Gold Edition,true,false,false
960,Painkiller: Resurrection,true,false,false
961,AquaNox,true,false,false
962,AquaNox 2: Revelation,true,false,false
963,The Guild II,true,false,false
964,The Guild II - Pirates of the European Seas,true,false,false
965,Chaser,true,false,false
966,The Guild II: Renaissance,true,false,false
967,ArcaniA,true,false,false
968,Nation Red,true,true,true
969,Coniclysm,true,false,false
970,Supreme Commander 2,true,false,false
971,ItzaBitza,true,false,false
972,ItzaZoo,true,false,false
973,Risen,true,false,false
974,Rush for Berlin: Gold Edition,true,false,false
975,Secret Files: Tunguska,true,false,false
976,Secret Files: Puritas Cordis,true,false,false
977,Lost Horizon,true,false,false
978,Nail'd,true,false,false
979,Risen 2 - Dark Waters,true,false,false
980,AI War: Fleet Command,true,true,true
981,Tidalis,true,true,true
982,Sacraboar,true,false,false
983,Machinarium,true,false,true
984,Samorost 2,true,false,false
985,Super Meat Boy,true,true,true
986,The Misadventures of P.B. Winterbottom,true,false,false
987,Stronghold HD,true,false,false
988,Stronghold 2,true,false,false
989,Stronghold Crusader HD,true,false,false
990,Stronghold Legends,true,false,false
991,Serious Sam HD: The First Encounter,true,false,false
992,Second Edition Full Game,true,false,false
993,Serious Sam Classic: The First Encounter,true,false,false
994,Serious Sam Classic: The Second Encounter,true,false,false
995,Serious Sam 3: BFE,true,true,true
996,Hammerfight,true,true,true
997,Altitude,true,true,true
998,Doom Rails,true,false,false
999,Torchlight,true,false,true
1000,Earthworm Jim 3D,true,false,false
1001,Tommy Tronic,true,false,false
1002,Death and the Fly,true,false,false
1003,S.T.A.L.K.E.R.: Call of Pripyat,true,false,false
1004,Cargo! - The quest for gravity,true,false,false
1005,Gratuitous Space Battles,true,true,true
1006,The Bard's Tale,true,true,true
1007,Trino,true,false,false
1008,Lead and Gold - Gangs of the Wild West,true,false,false
1009,Hamilton's Great Adventure,true,false,false
1010,War of the Roses,true,false,false
1011,Krater,true,false,true
1012,Nancy Drew Dossier: Resorting to Danger!,true,false,false
1013,Nancy Drew: Secrets can Kill,true,false,true
1014,Nancy Drew: The Captive Curse,true,false,true
1015,Nancy Drew: Trail of the Twister,true,false,true
1016,DogFighter,true,false,false
1017,Transformers: War for Cybertron,true,false,false
1018,Singularity,true,false,false
1019,Call of Duty: Modern Warfare 3,true,false,true
1020,Call of Duty: Modern Warfare 3 - Multiplayer,true,false,true
1021,Call of Duty: Black Ops,true,false,false
1022,Call of Duty: Black Ops - Multiplayer,true,false,false
1023,For The Glory,true,false,false
